,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,A free copy of Mastering The Interview,Last Notable Activity
181,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
182,Api,Referral sites,No,No,0,4.0,904,4.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Already a student,No,Modified
183,Api,Google,No,No,0,1.0,164,1.0,Converted to lead,India,No Details,No Details,No Details,No,No,No,No,No,No,Interested in other courses,No,Modified
184,Api,Google,No,No,0,2.0,1793,2.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,In touch with eins,No,Modified
185,Api,Organic search,No,No,0,5.0,1841,5.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
186,Api,Organic search,No,No,1,8.0,877,2.67,Email link clicked,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email link clicked
187,Lead add form,Reference,No,No,1,0.0,0,0.0,Unreachable,No Details,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Closed by horizzon,No,Modified
188,Landing page submission,Organic search,No,No,1,12.0,1411,6.0,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
189,Api,Organic search,No,No,1,6.0,385,6.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
190,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
191,Api,Google,No,No,0,12.0,68,1.71,Page visited on website,India,Media and advertising,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
192,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
193,Landing page submission,Google,No,No,0,3.0,192,3.0,Email opened,India,International business,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
194,Landing page submission,Google,No,No,0,5.0,309,5.0,Olark chat conversation,India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
195,Lead add form,Reference,No,No,1,3.445237833681204,785,2.3628199494672093,Approached upfront,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
196,Api,Organic search,No,No,0,4.0,342,4.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Modified
197,Api,Google,No,No,0,2.0,78,1.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
198,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
199,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
200,Api,Organic search,No,No,1,5.0,1234,1.67,Email opened,India,International business,Student,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
201,Api,Organic search,No,No,0,8.0,14,8.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Modified
202,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
203,Api,Referral sites,No,No,0,4.0,77,4.0,Unreachable,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Wrong number given,No,Modified
204,Api,Referral sites,No,No,1,3.0,1299,3.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Modified
205,Lead add form,Reference,No,No,1,0.0,0,0.0,Email opened,No Details,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
206,Api,Referral sites,No,No,0,2.0,457,2.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
207,Api,Organic search,No,No,0,5.0,358,5.0,Page visited on website,Outside India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Modified
208,Landing page submission,Direct traffic,No,No,0,3.0,481,3.0,Email link clicked,India,"Banking, investment and insurance",No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email link clicked
209,Api,Direct traffic,No,No,0,2.0,205,2.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Modified
210,Landing page submission,Direct traffic,No,No,1,1.0,1106,1.0,Converted to lead,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Modified
211,Landing page submission,Direct traffic,No,No,1,9.0,1953,1.8,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
213,Lead add form,Reference,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
214,Landing page submission,Google,No,No,0,5.0,207,2.5,Form submitted on website,India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
215,Landing page submission,Direct traffic,No,No,1,2.0,1587,2.0,Email opened,India,E-commerce,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
216,Landing page submission,Direct traffic,No,No,1,2.0,1509,2.0,Email opened,India,E-business,Unemployed,Better career prospects,No,No,No,No,No,No,Lost to eins,Yes,Modified
217,Api,Organic search,No,No,0,4.0,331,4.0,Unreachable,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Modified
218,Landing page submission,Direct traffic,No,No,0,4.0,187,4.0,Email link clicked,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
219,Api,Organic search,No,No,1,3.0,1407,1.5,Converted to lead,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
220,Lead add form,Reference,No,No,1,0.0,0,0.0,Email opened,No Details,Finance management,Working professional,Better career prospects,No,No,No,No,No,No,Closed by horizzon,No,Modified
221,Landing page submission,Google,No,No,0,1.0,123,1.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Modified
222,Api,Organic search,No,No,0,1.0,100,1.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
223,Landing page submission,Direct traffic,No,No,1,9.0,1164,4.5,Email opened,India,Healthcare management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
224,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
225,Landing page submission,Direct traffic,No,No,1,1.0,1362,1.0,Unreachable,India,Rural and agribusiness,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
226,Api,Direct traffic,No,No,0,7.0,1051,3.5,Olark chat conversation,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
227,Landing page submission,Google,No,No,0,2.0,1816,2.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
228,Landing page submission,Direct traffic,No,No,0,7.0,74,2.33,Unreachable,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
229,Api,Organic search,No,No,0,13.0,54,6.5,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
230,Landing page submission,Direct traffic,No,No,1,3.0,1183,3.0,Email opened,India,Finance management,No Details,No Details,No,No,No,No,No,No,Lost to eins,Yes,Email opened
231,Landing page submission,Direct traffic,No,No,0,3.0,66,3.0,Email opened,India,It projects management,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,Yes,Email opened
232,Api,Olark chat,No,No,0,3.0,1122,1.5,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
233,Landing page submission,Organic search,No,No,0,6.0,135,6.0,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
234,Landing page submission,Direct traffic,No,No,0,9.0,307,1.8,Olark chat conversation,India,E-business,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
235,Landing page submission,Organic search,No,No,0,12.0,28,6.0,Email opened,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,Yes,Email opened
236,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
237,Landing page submission,Google,No,No,0,5.0,306,5.0,Page visited on website,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
238,Landing page submission,Direct traffic,No,No,1,7.0,116,7.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
239,Landing page submission,Direct traffic,No,No,0,2.0,1054,2.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email opened
240,Api,Organic search,No,No,1,3.0,195,3.0,Converted to lead,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
241,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
242,Landing page submission,Google,No,No,1,3.0,732,3.0,Email opened,India,Operations management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
243,Api,Olark chat,No,No,0,7.0,1130,2.33,Page visited on website,Outside India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
244,Api,Organic search,No,No,0,13.0,594,4.33,Had a phone conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
245,Api,Organic search,No,No,0,5.0,1117,5.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
246,Api,Referral sites,No,No,0,14.0,354,14.0,Unreachable,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
247,Api,Google,No,No,0,3.0,217,3.0,Unreachable,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
248,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
249,Api,Direct traffic,No,No,1,5.0,1837,2.5,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
250,Landing page submission,Google,No,No,0,1.0,302,1.0,Converted to lead,India,Human resource management,No Details,No Details,No,No,No,No,No,No,Interested in other courses,No,Modified
251,Landing page submission,Google,No,No,0,6.0,32,6.0,Page visited on website,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
252,Landing page submission,Direct traffic,No,No,0,1.0,1226,1.0,Converted to lead,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,Yes,Modified
253,Landing page submission,Google,No,No,0,4.0,144,4.0,Email opened,India,Operations management,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
254,Api,Organic search,No,No,1,2.0,631,1.0,Olark chat conversation,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Modified
255,Landing page submission,Direct traffic,No,No,1,1.0,891,1.0,Converted to lead,No Details,Operations management,Student,Better career prospects,No,No,No,No,No,No,Lost to eins,Yes,Modified
256,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
257,Api,Google,No,No,0,3.0,235,3.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
258,Landing page submission,Google,No,No,0,2.0,453,2.0,Email link clicked,India,Services excellence,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
259,Api,Referral sites,No,No,0,3.0,60,1.5,Page visited on website,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Page visited on website
260,Lead add form,Welingak website,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Closed by horizzon,No,Modified
261,Api,Organic search,No,No,0,9.0,96,4.5,Page visited on website,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
262,Lead add form,Welingak website,No,No,1,0.0,0,0.0,Email opened,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,No,Email opened
263,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
